Periode,ID_Cabang,Wilayah,Nama_Cabang,No_Rekening,Nama_Nasabah,Sisa_Outstanding,Kolektibilitas
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,6789008453,Ilsa Pradana,392482263,5
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,6598858593,"Prasetya Riyanti, S.I.Kom",358827477,1
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,8651750033,"Drs. Maya Kurniawan, S.I.Kom",302414034,4
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,6371980311,Widya Sihombing,193276991,2
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,5294329197,Wadi Riyanti,366080662,1
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,3824349392,Nilam Januar,440888025,5
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,6964868984,Chelsea Susanti,305211208,5
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,3265413478,R. Cornelia Zulkarnain,429389423,5
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,7379790415,Dr. Jane Prakasa,139586975,5
2024-09-30,CBG010,Balikpapan,Cabang MT Haryono,4769420806,Cinta Wastuti,329827509,1
2024-10-31,CBG001,Jakarta,Cabang Sudirman,3827159449,Sutan Rafid Padmasari,239202697,2
2024-10-31,CBG001,Jakarta,Cabang Sudirman,7320504358,"dr. Malika Sudiati, S.Gz",363363142,4
2024-10-31,CBG001,Jakarta,Cabang Sudirman,6519115776,Harsanto Pertiwi,378136523,2
2024-10-31,CBG001,Jakarta,Cabang Sudirman,4277700548,Indra Yulianti,357122348,1
2024-10-31,CBG001,Jakarta,Cabang Sudirman,7317444052,Diah Wibisono,458680368,5
2024-10-31,CBG001,Jakarta,Cabang Sudirman,3117174436,Ajeng Andriani,317000799,4
2024-10-31,CBG001,Jakarta,Cabang Sudirman,5664953310,Warji Mandasari,191768024,4
2024-10-31,CBG001,Jakarta,Cabang Sudirman,7403339814,Bakidin Laksmiwati,412827541,1
2024-10-31,CBG001,Jakarta,Cabang Sudirman,4513751813,Sabar Oktaviani,281626084,4
2024-10-31,CBG001,Jakarta,Cabang Sudirman,3893863540,Agus Oktaviani,441889031,5
2024-10-31,CBG001,Jakarta,Cabang Sudirman,6408081261,"Zulfa Natsir, S.E.I",451076986,3
2024-10-31,CBG001,Jakarta,Cabang Sudirman,9791488559,"Garda Sihombing, S.Pd",238518669,1
2024-10-31,CBG001,Jakarta,Cabang Sudirman,1049633847,"Farah Nainggolan, M.Pd",474103305,3
2024-10-31,CBG001,Jakarta,Cabang Sudirman,9760533944,Lembah Palastri,129640620,5
2024-10-31,CBG001,Jakarta,Cabang Sudirman,6548410325,Vanesa Uyainah,168330526,2
2024-10-31,CBG001,Jakarta,Cabang Sudirman,1615985269,Heru Wastuti,116800443,1
2024-10-31,CBG001,Jakarta,Cabang Sudirman,3393805928,KH. Bakiman Mangunsong,238308087,3
2024-10-31,CBG001,Jakarta,Cabang Sudirman,8015205575,"Restu Palastri, S.H.",214514351,5
2024-10-31,CBG001,Jakarta,Cabang Sudirman,3140158250,"Artawan Maheswara, S.Psi",470792302,5
2024-10-31,CBG001,Jakarta,Cabang Sudirman,6075364927,"Ir. Sakti Mayasari, S.Pd",330719473,5
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,7616510231,Jail Mahendra,258405654,4
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,9489921291,Kenzie Prasetya,278906740,4
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,8268240437,Galak Nugroho,343448738,1
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,8257314394,R.M. Kasim Haryanti,252061202,3
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,3574147299,Emin Farida,435761411,5
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,6512201666,R.A. Humaira Sudiati,285696954,2
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,8906938231,Maryanto Natsir,353461973,4
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,673587390,Bagus Narpati,480304048,3
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,9626936982,Rendy Purnawati,291235578,5
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,7434703986,Drs. Maryanto Habibi,281483850,4
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,1762816870,"drg. Luwes Wijaya, M.TI.",196814109,2
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,132457628,Julia Winarno,336086971,2
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,8928203662,Darman Tampubolon,338293247,2
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,1801887311,"Hj. Kezia Kusumo, S.E.",108166259,5
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,1462947945,Rahmi Situmorang,468086188,4
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,3360299341,Ir. Daliman Nainggolan,235836661,2
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,1993796394,Kusuma Nashiruddin,261094876,3
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,815685376,Nrima Tampubolon,391074832,5
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,1632423320,Alika Widodo,277916279,3
2024-10-31,CBG002,Bandung,Cabang Asia Afrika,4764125223,Eka Susanti,247887134,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,4470865625,Ivan Mayasari,126529613,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,5531147896,H. Nugraha Pangestu,453491917,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,3283849367,drg. Ami Dabukke,437228609,4
2024-10-31,CBG003,Surabaya,Cabang Darmo,4345226207,Lidya Nurdiyanti,341707151,3
2024-10-31,CBG003,Surabaya,Cabang Darmo,4604878928,Tantri Padmasari,296875861,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,134508333,"Hj. Zulfa Situmorang, S.Gz",164296718,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,9606406136,Rahmi Aryani,278797551,4
2024-10-31,CBG003,Surabaya,Cabang Darmo,8526487504,Balapati Habibi,318435898,3
2024-10-31,CBG003,Surabaya,Cabang Darmo,197627938,Nyana Narpati,127251841,5
2024-10-31,CBG003,Surabaya,Cabang Darmo,2357947885,Ajimin Ramadan,360580369,2
2024-10-31,CBG003,Surabaya,Cabang Darmo,7069352715,Drs. Cemplunk Hutasoit,176369374,3
2024-10-31,CBG003,Surabaya,Cabang Darmo,2794253175,"Ida Suwarno, S.E.I",386637438,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,7723827615,Rahmi Sinaga,191761941,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,8084806512,drg. Mursita Situmorang,379373347,5
2024-10-31,CBG003,Surabaya,Cabang Darmo,9074734941,"dr. Viman Utami, S.Ked",395056783,1
2024-10-31,CBG003,Surabaya,Cabang Darmo,2387473288,"Sutan Eko Andriani, S.E.",353861458,5
2024-10-31,CBG003,Surabaya,Cabang Darmo,6428206193,Calista Hariyah,254930463,4
2024-10-31,CBG003,Surabaya,Cabang Darmo,408439529,R. Among Mandasari,224018927,3
2024-10-31,CBG003,Surabaya,Cabang Darmo,501536093,Usyi Zulkarnain,324008186,5
2024-10-31,CBG003,Surabaya,Cabang Darmo,7056058505,Jaswadi Haryanto,488430829,5
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,4392943320,Akarsana Mansur,309665378,3
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,3270184138,"Queen Iswahyudi, S.Farm",465051764,4
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,8657437638,Laila Prasasta,246360320,3
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,8646173648,Ayu Melani,156289397,2
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,8634277995,Kenari Kurniawan,187801135,5
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,4387151412,Diah Handayani,382051651,2
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,1783048667,Ami Hassanah,416677238,1
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,2220849773,Juli Suwarno,204817520,1
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,515722730,"drg. Jindra Adriansyah, M.M.",187721652,5
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,3376152834,Bagiya Hutagalung,426364565,4
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,4623163549,Kalim Nainggolan,282089670,2
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,6458239635,Wulan Latupono,403540552,1
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,7875790521,"Puti Nabila Kurniawan, S.E.I",235312417,4
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,5681343059,"Hj. Melinda Pradipta, S.Farm",280725848,4
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,2967027545,Cut Raisa Rahmawati,221816114,3
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,6784891460,"Maria Uyainah, M.TI.",154277729,3
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,9666738999,Darmanto Manullang,383880976,1
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,6441856718,Cici Gunawan,434859401,4
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,7555913950,"Laras Gunarto, S.Gz",221456549,3
2024-10-31,CBG004,Medan,Cabang Gatot Subroto,4920671143,Winda Nasyidah,343043879,1
2024-10-31,CBG005,Makassar,Cabang Pettarani,5145122074,R.A. Novi Lailasari,285446871,2
2024-10-31,CBG005,Makassar,Cabang Pettarani,8527759949,"Wahyu Permata, S.E.",438271641,2
2024-10-31,CBG005,Makassar,Cabang Pettarani,4557715986,Umay Mangunsong,485032273,5
2024-10-31,CBG005,Makassar,Cabang Pettarani,6345801512,"Clara Rahmawati, S.I.Kom",141076956,4
2024-10-31,CBG005,Makassar,Cabang Pettarani,6429458414,"drg. Irfan Rahimah, M.Kom.",116286110,3
2024-10-31,CBG005,Makassar,Cabang Pettarani,7234546388,Daliman Puspasari,415824153,2
2024-10-31,CBG005,Makassar,Cabang Pettarani,3379153484,Kala Palastri,350337812,4
2024-10-31,CBG005,Makassar,Cabang Pettarani,5113205386,Elvin Zulaika,381006767,3
2024-10-31,CBG005,Makassar,Cabang Pettarani,5705283179,Kartika Zulaika,199302915,2
2024-10-31,CBG005,Makassar,Cabang Pettarani,2742132428,Irma Fujiati,139456836,4
2024-10-31,CBG005,Makassar,Cabang Pettarani,5967069110,Makara Waluyo,186325576,5
2024-10-31,CBG005,Makassar,Cabang Pettarani,486103273,Michelle Habibi,388133351,1
2024-10-31,CBG005,Makassar,Cabang Pettarani,9107500002,Umar Pradana,136736001,5
2024-10-31,CBG005,Makassar,Cabang Pettarani,5512376416,Lasmono Laksita,386404425,5
2024-10-31,CBG005,Makassar,Cabang Pettarani,4015860170,Reksa Pradana,376842222,3
2024-10-31,CBG005,Makassar,Cabang Pettarani,4403259867,"Estiono Damanik, S.I.Kom",346495453,2
2024-10-31,CBG005,Makassar,Cabang Pettarani,7399030401,"Bakiman Purwanti, M.TI.",297993575,1
2024-10-31,CBG005,Makassar,Cabang Pettarani,7286549754,"Balapati Permata, S.Pd",149374719,1
2024-10-31,CBG005,Makassar,Cabang Pettarani,8943022978,Restu Marbun,422895287,5
2024-10-31,CBG005,Makassar,Cabang Pettarani,8838523227,Kala Halim,413322937,1
2024-10-31,CBG006,Semarang,Cabang Pandanaran,3257203245,Yuni Firgantoro,389631741,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,4314622677,"Dr. Jaeman Permadi, S.Pd",236877200,1
2024-10-31,CBG006,Semarang,Cabang Pandanaran,7402128031,Ellis Hakim,335049114,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,5786544835,Tgk. Hairyanto Waskita,497909659,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,4243290237,"dr. Daru Mandala, S.Kom",105220267,1
2024-10-31,CBG006,Semarang,Cabang Pandanaran,4406008243,Mala Pratama,367072972,3
2024-10-31,CBG006,Semarang,Cabang Pandanaran,2077903391,Zulaikha Firmansyah,314045584,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,5783187205,"Cecep Safitri, S.Gz",182989278,2
2024-10-31,CBG006,Semarang,Cabang Pandanaran,8181536372,Latif Aryani,135182783,5
2024-10-31,CBG006,Semarang,Cabang Pandanaran,8475417811,Prakosa Mayasari,460745276,1
2024-10-31,CBG006,Semarang,Cabang Pandanaran,6061444496,Jasmin Namaga,334868685,1
2024-10-31,CBG006,Semarang,Cabang Pandanaran,9308239676,Vera Wijayanti,249353332,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,9817693494,Siti Sitompul,166772708,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,1359405065,"Cut Safina Maheswara, M.Pd",373395285,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,1898873137,Rachel Anggraini,180378910,4
2024-10-31,CBG006,Semarang,Cabang Pandanaran,4640271468,Dr. Zaenab Firmansyah,424078035,5
2024-10-31,CBG006,Semarang,Cabang Pandanaran,8587019124,"Gilda Hidayanto, S.Pt",390853142,2
2024-10-31,CBG006,Semarang,Cabang Pandanaran,5794878627,Hafshah Dongoran,270374556,2
2024-10-31,CBG006,Semarang,Cabang Pandanaran,7563429632,Opan Sirait,354910433,2
2024-10-31,CBG006,Semarang,Cabang Pandanaran,1148116676,Titin Halim,393177523,3
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,2257627695,"Sutan Cahyo Napitupulu, S.Farm",486527917,4
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,7532371434,Daryani Purnawati,133350718,3
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,8173469180,Aurora Tampubolon,164106450,3
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,722814414,Putri Puspita,331404073,5
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,3782886803,"H. Mariadi Budiyanto, S.H.",356553734,1
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,1825102217,Cagak Nasyidah,296895957,2
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,7507252783,Waluyo Haryanti,180685770,4
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,8926637024,Uda Rahayu,171934372,3
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,362606709,Juli Pratiwi,487246175,3
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,5756048618,Cakrabirawa Prakasa,135558558,3
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,5686800302,"Dt. Kasusra Waskita, S.Ked",288531907,4
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,5665799911,"Sutan Opung Tamba, M.M.",406256384,4
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,480232407,Drs. Juli Wijaya,453369528,5
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,4266519660,Diana Yuliarti,275998355,1
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,8445331450,"R.A. Qori Halimah, M.Kom.",358892473,2
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,9970404549,Irma Hastuti,359861696,4
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,909194524,Sutan Okto Saragih,466981293,4
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,2112281257,Jelita Haryanti,269048249,1
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,2752528037,Winda Haryanti,396811119,5
2024-10-31,CBG007,Yogyakarta,Cabang Malioboro,6408559140,Mila Nasyidah,379606553,1
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,9854647569,"Drs. Jarwa Wahyuni, S.I.Kom",320623936,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,4371359991,"Galiono Oktaviani, S.I.Kom",101246437,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,8581030788,Candra Suartini,251471564,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,9206694925,"Sutan Gadang Lestari, S.E.I",360911010,3
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,241580238,R. Edison Zulkarnain,211352161,1
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,1343639832,Margana Hartati,348237915,4
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,2082915004,"Akarsana Anggraini, M.TI.",147889743,4
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,740393693,Rusman Lestari,322306947,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,8057794994,Rusman Samosir,379595548,1
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,6950090807,Baktianto Tamba,495732443,3
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,3631591295,Febi Maulana,358216912,1
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,7893790833,"dr. Bakiono Dabukke, M.TI.",255829586,5
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,4186334397,Puti Ella Winarsih,337417287,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,8326333438,"R. Kamal Hakim, S.I.Kom",210753346,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,1336093456,Dalima Wibowo,408857112,4
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,9922368869,Aditya Firmansyah,451557505,4
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,3100214846,Eva Tampubolon,496579099,5
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,9008070820,KH. Yono Kurniawan,496041228,2
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,8612963975,Hana Melani,414252789,3
2024-10-31,CBG008,Denpasar,Cabang Teuku Umar,2665812327,"Cornelia Rahayu, S.E.I",270075881,5
2024-10-31,CBG009,Palembang,Cabang Sudirman,1460239388,"Belinda Hutasoit, S.Psi",253829469,4
2024-10-31,CBG009,Palembang,Cabang Sudirman,5670004333,Warta Hutasoit,450122103,2
2024-10-31,CBG009,Palembang,Cabang Sudirman,4564628567,"Puti Rahmi Hariyah, S.Pd",403015301,4
2024-10-31,CBG009,Palembang,Cabang Sudirman,8242664579,Lala Yulianti,186462825,1
2024-10-31,CBG009,Palembang,Cabang Sudirman,8251419425,"H. Wage Maryadi, M.Ak",135138177,4
2024-10-31,CBG009,Palembang,Cabang Sudirman,1449892477,R. Jaswadi Permadi,340229911,2
2024-10-31,CBG009,Palembang,Cabang Sudirman,5756164727,Sutan Mumpuni Kurniawan,269360749,5
2024-10-31,CBG009,Palembang,Cabang Sudirman,3853383445,Sakura Mansur,340697535,3
2024-10-31,CBG009,Palembang,Cabang Sudirman,2828439920,Maya Sitompul,299761488,5
2024-10-31,CBG009,Palembang,Cabang Sudirman,6793565936,Capa Zulkarnain,172769337,2
2024-10-31,CBG009,Palembang,Cabang Sudirman,3441012194,Sari Mulyani,345805152,1
2024-10-31,CBG009,Palembang,Cabang Sudirman,6778055359,Hj. Juli Suwarno,357134159,5
2024-10-31,CBG009,Palembang,Cabang Sudirman,470455923,Lembah Napitupulu,496755024,2
2024-10-31,CBG009,Palembang,Cabang Sudirman,7735714274,Kezia Prasetyo,107620468,5
2024-10-31,CBG009,Palembang,Cabang Sudirman,8496137551,Yono Gunawan,402305280,1
2024-10-31,CBG009,Palembang,Cabang Sudirman,7447075576,"Damar Astuti, M.Kom.",294736414,1
2024-10-31,CBG009,Palembang,Cabang Sudirman,6961133518,Bahuraksa Marpaung,254167966,5
2024-10-31,CBG009,Palembang,Cabang Sudirman,4408922116,Cut Puti Padmasari,170836268,3
2024-10-31,CBG009,Palembang,Cabang Sudirman,9127161694,Olivia Palastri,482704513,1
2024-10-31,CBG009,Palembang,Cabang Sudirman,2010161308,Jagapati Kurniawan,263429772,3
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,1182166091,Daryani Kuswandari,219720183,1
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,9418277058,Ir. Hamima Firmansyah,259673995,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,5578014694,Maya Sihombing,264237630,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,8003962941,Mahdi Manullang,447564833,2
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,2151031174,Halim Usada,395209945,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,8021097620,"T. Pangestu Winarno, S.Pd",301144131,5
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,6506837608,Jamalia Puspita,415874125,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,975159095,Ade Zulkarnain,403977823,5
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,9378746450,Nasrullah Nababan,304621517,1
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,8673335269,Ghani Kuswandari,479798193,2
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,2651363119,Zalindra Nasyiah,145334734,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,1025707490,"Dr. Tri Manullang, M.Ak",451030240,2
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,7097418377,Betania Anggraini,196660863,5
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,3898015910,Jaka Lailasari,218190233,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,6190153042,"Puti Paris Agustina, M.Ak",164316845,5
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,5572223068,Aisyah Adriansyah,479245913,4
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,6922425516,Cakrawangsa Widodo,249705636,5
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,9803295378,"Maya Pranowo, M.Kom.",173615889,1
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,4031403008,Salwa Pratama,496899573,1
2024-10-31,CBG010,Balikpapan,Cabang MT Haryono,5428832077,Kasiran Hardiansyah,177323921,1
2024-11-30,CBG001,Jakarta,Cabang Sudirman,7988863029,"T. Virman Widiastuti, S.Pt",361787781,2
2024-11-30,CBG001,Jakarta,Cabang Sudirman,3870056368,Taufik Fujiati,330260518,4
2024-11-30,CBG001,Jakarta,Cabang Sudirman,9416376263,Rahmi Suryatmi,155965967,5
2024-11-30,CBG001,Jakarta,Cabang Sudirman,6566111057,"Titin Irawan, S.H.",413266841,5
2024-11-30,CBG001,Jakarta,Cabang Sudirman,6108360521,Ulya Uyainah,437240079,1
2024-11-30,CBG001,Jakarta,Cabang Sudirman,620429388,Ophelia Handayani,103825014,3
2024-11-30,CBG001,Jakarta,Cabang Sudirman,8349115158,Laila Habibi,202837993,3
2024-11-30,CBG001,Jakarta,Cabang Sudirman,835830257,Harja Hakim,290861233,2
2024-11-30,CBG001,Jakarta,Cabang Sudirman,4593808788,Hasna Rahimah,335316353,3
2024-11-30,CBG001,Jakarta,Cabang Sudirman,5713924361,"Teguh Prakasa, S.E.",214721503,5
2024-11-30,CBG001,Jakarta,Cabang Sudirman,698986818,R. Betania Waskita,425229400,1
2024-11-30,CBG001,Jakarta,Cabang Sudirman,5043756225,Ani Sihotang,488227406,5
2024-11-30,CBG001,Jakarta,Cabang Sudirman,1954977357,Ivan Setiawan,440782315,2
2024-11-30,CBG001,Jakarta,Cabang Sudirman,8436105555,Yessi Hassanah,176350262,3
2024-11-30,CBG001,Jakarta,Cabang Sudirman,4112319298,"Ganep Haryanti, S.Pd",163188826,5
2024-11-30,CBG001,Jakarta,Cabang Sudirman,4557999023,Salsabila Usamah,308010942,3
2024-11-30,CBG001,Jakarta,Cabang Sudirman,7025917498,Paramita Zulkarnain,259646949,4
2024-11-30,CBG001,Jakarta,Cabang Sudirman,6106048105,Sadina Suryono,361967698,1
2024-11-30,CBG001,Jakarta,Cabang Sudirman,4049468372,Rahmi Rajata,300702150,2
2024-11-30,CBG001,Jakarta,Cabang Sudirman,2737050160,Caturangga Marbun,227700812,5
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,7973730591,Siska Andriani,349203789,2
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,9050165297,Padmi Prasasta,222276192,1
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,8604281307,"Drs. Rina Mulyani, S.T.",125001744,4
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,9954186526,Samsul Novitasari,324678267,5
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,5419385140,Prayoga Pranowo,136041500,4
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,4127308375,"Yance Kusmawati, S.I.Kom",213025746,3
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,9612616821,Lala Prasetyo,427851228,3
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,7519193809,Maida Lazuardi,468843813,2
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,8507085699,Daru Pratama,113675502,5
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,7589260609,Maya Iswahyudi,471540689,4
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,9122779093,Unggul Natsir,302847248,5
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,6303249924,Indah Dabukke,263846359,2
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,2476717630,Bakianto Usada,432246054,4
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,131645624,"R. Padmi Zulkarnain, M.Kom.",104631856,2
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,3236502127,"Embuh Najmudin, S.T.",434605363,4
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,1663987247,"Prasetya Halim, M.M.",462349295,5
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,7982755277,Manah Habibi,497913410,2
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,9094263758,Janet Kusmawati,300409618,1
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,790758429,Banara Laksmiwati,163363439,4
2024-11-30,CBG002,Bandung,Cabang Asia Afrika,2698169802,Jamal Prakasa,267975999,1
2024-11-30,CBG003,Surabaya,Cabang Darmo,4735246256,Yance Yuliarti,393899573,2
2024-11-30,CBG003,Surabaya,Cabang Darmo,8861019370,"Dr. Elvina Winarno, S.Psi",189898786,1
2024-11-30,CBG003,Surabaya,Cabang Darmo,9007605431,Wadi Mandala,333112807,1
2024-11-30,CBG003,Surabaya,Cabang Darmo,5778809651,"Puti Syahrini Siregar, M.M.",214125882,4
2024-11-30,CBG003,Surabaya,Cabang Darmo,4510310403,"Kamal Siregar, S.E.",208822618,3
2024-11-30,CBG003,Surabaya,Cabang Darmo,1321534328,"Jinawi Suryatmi, M.TI.",354630701,2
2024-11-30,CBG003,Surabaya,Cabang Darmo,9168271142,"drg. Rusman Waluyo, S.Ked",159164353,2
2024-11-30,CBG003,Surabaya,Cabang Darmo,6467371358,"Tgk. Eka Palastri, S.Sos",441861282,4
2024-11-30,CBG003,Surabaya,Cabang Darmo,8097399954,Anastasia Nasyidah,374786389,1
2024-11-30,CBG003,Surabaya,Cabang Darmo,573216564,Samiah Widiastuti,461884427,1
2024-11-30,CBG003,Surabaya,Cabang Darmo,6155005755,Fitria Susanti,452870198,4
2024-11-30,CBG003,Surabaya,Cabang Darmo,3593828484,Yono Tarihoran,422541306,3
2024-11-30,CBG003,Surabaya,Cabang Darmo,4005923721,"drg. Galur Habibi, M.Pd",463935504,3
2024-11-30,CBG003,Surabaya,Cabang Darmo,6193887216,Wawan Adriansyah,103969248,5
2024-11-30,CBG003,Surabaya,Cabang Darmo,4080581079,R. Martaka Wulandari,358194475,5
2024-11-30,CBG003,Surabaya,Cabang Darmo,8966757172,Ir. Purwanto Narpati,239415408,2
2024-11-30,CBG003,Surabaya,Cabang Darmo,8640228055,R.A. Tiara Rahimah,307432862,5
2024-11-30,CBG003,Surabaya,Cabang Darmo,5875313856,Gabriella Wibisono,309508620,3
